Code,Name,ZipCode
4306452,DOIS LAJEADOS,99220
4306502,DOM FELICIANO,96190
4306551,DOM PEDRO DE ALCANTARA,95568
4306601,DOM PEDRITO,96450
4306700,DONA FRANCISCA,97280
4306734,DOUTOR MAURICIO CARDOSO,98925
4306759,DOUTOR RICARDO,95967
4306767,ELDORADO DO SUL,92990
4306809,ENCANTADO,95960
4306908,ENCRUZILHADA DO SUL,96610
4306924,ENGENHO VELHO,99698
4306932,ENTRE IJUIS,98855
4306957,ENTRE RIOS DO SUL,99645
4306973,EREBANGO,99920
4307005,ERECHIM,99700
4307054,ERNESTINA,99140
4307104,HERVAL,96310
4307203,ERVAL GRANDE,99750
4307302,ERVAL SECO,98390
4307401,ESMERALDA,95380
4307450,ESPERANCA DO SUL,98635
4307500,ESPUMOSO,99400
4307559,ESTACAO,99930
4307609,ESTANCIA VELHA,93600
4307708,ESTEIO,93250
4307807,ESTRELA,95880
4307815,ESTRELA VELHA,96990
4307831,EUGENIO DE CASTRO,98860
4307864,FAGUNDES VARELA,95333
4307906,FARROUPILHA,95180
4308003,FAXINAL DO SOTURNO,97220
4308052,FAXINALZINHO,99655
4308078,FAZENDA VILANOVA,95875
4308102,FELIZ,95770
4308201,FLORES DA CUNHA,95270
4308250,FLORIANO PEIXOTO,99910
4308300,FONTOURA XAVIER,99370
4308409,FORMIGUEIRO,97210
4308458,FORTALEZA DOS VALOS,98125
4308508,FREDERICO WESTPHALEN,98400
4308607,GARIBALDI,95720
4308656,GARRUCHOS,97690
4308706,GAURAMA,99830
4308805,GENERAL CAMARA,95820
4308854,GENTIL,99160
4308904,GETULIO VARGAS,99900
4309001,GIRUA,98870
4309050,GLORINHA,94380
4309100,GRAMADO,95670
4309126,GRAMADO DOS LOUREIROS,99605
4309159,GRAMADO XAVIER,96875
4309209,GRAVATAI,94000
4309258,GUABIJU,95355
4309308,GUAIBA,92500
4309407,GUAPORE,99200
4309506,GUARANI DAS MISSOES,97950
4309555,HARMONIA,95785
4309571,HERVEIRAS,96888
4309605,HORIZONTINA,98920
4309654,HULHA NEGRA,96460
4309704,HUMAITA,98670
4309753,IBARAMA,96925
4309803,IBIACA,99940
4309902,IBIRAIARAS,95305
4309951,IBIRAPUITA,99320
4310009,IBIRUBA,98200
4310108,IGREJINHA,95650
4310207,IJUI,98700
4310306,ILOPOLIS,95990
4310330,IMBE,95625
4310363,IMIGRANTE,95885
4310405,INDEPENDENCIA,98915
4310413,INHACORA,98765
4310439,IPE,95240
4310462,IPIRANGA DO SUL,99925
4310504,IRAI,98460
4310538,ITAARA,97185
4310553,ITACURUBI,97685
4310579,ITAPUCA,95997
4310603,ITAQUI,97650
4310702,ITATIBA DO SUL,99760
4310751,IVORA,98160
4310801,IVOTI,93900
4310850,JABOTICABA,98350
4310900,JACUTINGA,99730
4311007,JAGUARAO,96300
4311106,JAGUARI,97760
4311122,JAQUIRANA,95420
4311130,JARI,98175
4311155,JOIA,98180
4311205,JULIO DE CASTILHOS,98130
4311254,LAGOAO,99340
4311270,LAGOA DOS TRES CANTOS,99495
4311304,LAGOA VERMELHA,95300
4311403,LAJEADO,95900
4311429,LAJEADO DO BUGRE,98320
4311502,LAVRAS DO SUL,97390
4311601,LIBERATO SALZANO,99690
4311627,LINDOLFO COLLOR,93940
4311643,LINHA NOVA,95768
4311700,MACHADINHO,99880
4311718,MACAMBARA,97645
4311734,MAMPITUBA,95572
4311759,MANOEL VIANA,97640
4311775,MAQUINE,95530
4311791,MARATA,95793
4311809,MARAU,99150
4311908,MARCELINO RAMOS,99800
4311981,MARIANA PIMENTEL,92900
4312005,MARIANO MORO,99790
4312054,MARQUES DE SOUZA,95923
4312104,MATA,97410
4312138,MATO CASTELHANO,99180
4312153,MATO LEITAO,95835
4312203,MAXIMILIANO DE ALMEIDA,99890
4312252,MINAS DO LEAO,96755
4312302,MIRAGUAI,98540
4312351,MONTAURI,99255
4312377,MONTE ALEGRE DOS CAMPOS,95236
4312385,MONTE BELO DO SUL,95718
4312401,MONTENEGRO,95780
4312427,MORMACO,99315
4312443,MORRINHOS DO SUL,95577
4312450,MORRO REDONDO,96150
4312476,MORRO REUTER,93990
4312500,MOSTARDAS,96270
4312609,MUCUM,95970
4312617,MUITOS CAPOES,95230
4312625,MULITERNO,99990
4312658,NAO-ME-TOQUE,99470
4312674,NICOLAU VERGUEIRO,99175
4312708,NONOAI,99600
4312757,NOVA ALVORADA,95985
4312807,NOVA ARACA,95350
4312906,NOVA BASSANO,95340
4312955,NOVA BOA VISTA,99580
4313003,NOVA BRESCIA,95950
4313011,NOVA CANDELARIA,98919
4313037,NOVA ESPERANCA DO SUL,97770
4313060,NOVA HARTZ,93890
4313086,NOVA PADUA,95275
4313102,NOVA PALMA,97250
4313201,NOVA PETROPOLIS,95150
4313300,NOVA PRATA,95320
4313334,NOVA RAMADA,98758
4313359,NOVA ROMA DO SUL,95260
4313375,NOVA SANTA RITA,92480
4313391,NOVO CABRAIS,96545
4313409,NOVO HAMBURGO,93300
4313425,NOVO MACHADO,98955
4313441,NOVO TIRADENTES,98370
4313490,NOVO BARREIRO,98338
4313508,OSORIO,95520
4313607,PAIM FILHO,99850
4313656,PALMARES DO SUL,95540
4313706,PALMEIRA DAS MISSOES,98300
4313805,PALMITINHO,98430
4313904,PANAMBI,98280
4313953,PANTANO GRANDE,96690
4314001,PARAI,95360
4314027,PARAISO DO SUL,96530
4314035,PARECI NOVO,95783
4314050,PAROBE,95630
4314068,PASSA SETE,96908
4314076,PASSO DO SOBRADO,96685
4314100,PASSO FUNDO,99000
4314159,PAVERAMA,95865
4314209,PEDRO OSORIO,96360
4314308,PEJUCARA,98270
4314407,PELOTAS,96000
4314423,PICADA CAFE,95175
4314456,PINHAL,98345
4314472,PINHAL GRANDE,98150
4314498,PINHEIRINHO DO VALE,98435
4314506,PINHEIRO MACHADO,96470
4314555,PIRAPO,97885
4314605,PIRATINI,96490
4314704,PLANALTO,98470
4314753,POCO DAS ANTAS,95740
4314779,PONTAO,99190
4314787,PONTE PRETA,99735
4314803,PORTAO,93180
4314902,PORTO ALEGRE,90000
4315008,PORTO LUCENA,98980
4315057,PORTO MAUA,98947
4315073,PORTO VERA CRUZ,98985
4315107,PORTO XAVIER,98995
4315131,POUSO NOVO,95945
4315149,PRESIDENTE LUCENA,93945
4315156,PROGRESSO,95925
4315172,PROTASIO ALVES,95345
4315206,PUTINGA,95975
4315305,QUARAI,97560
4315321,QUEVEDOS,98140
4315354,QUINZE DE NOVEMBRO,98230
4315404,REDENTORA,98550
4315453,RELVADO,95965
4315503,RESTINGA SECA,97200
4315552,RIO DOS INDIOS,99610
4315602,RIO GRANDE,96200
4315701,RIO PARDO,96640
4315750,RIOZINHO,95695
4315800,ROCA SALES,95735
4315909,RODEIO BONITO,98360
4316006,ROLANTE,95690
4316105,RONDA ALTA,99670
4316204,RONDINHA,99590
4316303,ROQUE GONZALES,97970
4316402,ROSARIO DO SUL,97590
4316428,SAGRADA FAMILIA,98330
4316436,SALDANHA MARINHO,98250
4316451,SALTO DO JACUI,99440
4316477,SALVADOR DAS MISSOES,97940
4316501,SALVADOR DO SUL,95750
4316600,SANANDUVA,99840
4316709,SANTA BARBARA DO SUL,98240
4316758,SANTA CLARA DO SUL,95915
4316808,SANTA CRUZ DO SUL,96800
4316907,SANTA MARIA,97000
4316956,SANTA MARIA DO HERVAL,93995
4317004,SANTANA DA BOA VISTA,96590
4317103,SANTANA DO LIVRAMENTO,97570
4317202,SANTA ROSA,98900
4317251,SANTA TEREZA,95715
4317301,SANTA VITORIA DO PALMAR,96230
4317400,SANTIAGO,97700
4317509,SANTO ANGELO,98800
4317558,SANTO ANTONIO DO PALMA,99265
4317608,SANTO ANTONIO DA PATRULHA,95500
4317707,SANTO ANTONIO DAS MISSOES,97870
4317756,SANTO ANTONIO DO PLANALTO,99525
4317806,SANTO AUGUSTO,98590
4317905,SANTO CRISTO,98960
4317954,SANTO EXPEDITO DO SUL,99895
4318002,SAO BORJA,97670
4318051,SAO DOMINGOS DO SUL,99270
4318101,SAO FRANCISCO DE ASSIS,97610
4318200,SAO FRANCISCO DE PAULA,95400
4318309,SAO GABRIEL,97300
4318408,SAO JERONIMO,96700
4318424,SAO JOAO DA URTIGA,99855
4318432,SAO JOAO DO POLESINE,97230
4318440,SAO JORGE,95365
4318457,SAO JOSE DAS MISSOES,98325
4318465,SAO JOSE DO HERVAL,99380
4318481,SAO JOSE DO HORTENCIO,95755
4318499,SAO JOSE DO INHACORA,98958
4318507,SAO JOSE DO NORTE,96225
4318606,SAO JOSE DO OURO,99870
4318622,SAO JOSE DOS AUSENTES,95280
4318705,SAO LEOPOLDO,93000
4318804,SAO LOURENCO DO SUL,96170
4318903,SAO LUIZ GONZAGA,97800
4319000,SAO MARCOS,95190
4319109,SAO MARTINHO,98690
4319125,SAO MARTINHO DA SERRA,97190
4319158,SAO MIGUEL DAS MISSOES,98865
4319208,SAO NICOLAU,97880
4319307,SAO PAULO DAS MISSOES,97980
4319356,SAO PEDRO DA SERRA,95758
4319372,SAO PEDRO DO BUTIA,97920
4319406,SAO PEDRO DO SUL,97400
4319505,SAO SEBASTIAO DO CAI,95760
4319604,SAO SEPE,97340
4319703,SAO VALENTIM,99640
4319711,SAO VALENTIM DO SUL,99240
4319737,SAO VALERIO DO SUL,98595
4319752,SAO VENDELINO,95795
4319802,SAO VICENTE DO SUL,97420
4319901,SAPIRANGA,93800
4320008,SAPUCAIA DO SUL,93200
4320107,SARANDI,99560
4320206,SEBERI,98380
4320230,SEDE NOVA,98675
4320263,SEGREDO,96910
4320305,SELBACH,99450
4320321,SENADOR SALGADO FILHO,98895
4320354,SENTINELA DO SUL,96765
4320404,SERAFINA CORREA,99250
4320453,SERIO,95918
4320503,SERTAO,99170
4320552,SERTAO SANTANA,92850
4320578,SETE DE SETEMBRO,97960
4320602,SEVERIANO DE ALMEIDA,99810
4320651,SILVEIRA MARTINS,97195
4320677,SINIMBU,96890
4320701,SOBRADINHO,96900
4320800,SOLEDADE,99300
4320859,TABAI,95863
4320909,TAPEJARA,99950
4321006,TAPERA,99490
4321105,TAPES,96760
4321204,TAQUARA,95600
4321303,TAQUARI,95860
4321329,TAQUARUCU DO SUL,98410
4321352,TAVARES,96290
4321402,TENENTE PORTELA,98500
4321436,TERRA DE AREIA,95535
4321451,TEUTONIA,95890
4321477,TIRADENTES DO SUL,98680
4321493,TOROPI,97418
4321501,TORRES,95560
4321600,TRAMANDAI,95590
4321626,TRAVESSEIRO,95948
4321634,TRES ARROIOS,99725
4321667,TRES CACHOEIRAS,95580
4321709,TRES COROAS,95660
4321808,TRES DE MAIO,98910
4321832,TRES FORQUILHAS,95575
4321857,TRES PALMEIRAS,99675
4321907,TRES PASSOS,98600
4321956,TRINDADE DO SUL,99615
4322004,TRIUNFO,95840
4322103,TUCUNDUVA,98930
4322152,TUNAS,99330
4322186,TUPANCI DO SUL,99878
4322202,TUPANCIRETA,98170
4322251,TUPANDI,95775
4322301,TUPARENDI,98940
4322327,TURUCU,96148
4322343,UBIRETAMA,98898
4322350,UNIAO DA SERRA,99215
4322376,UNISTALDA,97755
4322400,URUGUAIANA,97500
4322509,VACARIA,95200
4322525,VALE VERDE,95833
4322533,VALE DO SOL,96878
4322541,VALE REAL,95778
4322558,VANINI,99290
4322608,VENANCIO AIRES,95800
4322707,VERA CRUZ,96880
4322806,VERANOPOLIS,95330
4322855,VESPASIANO CORREA,95972
4322905,VIADUTOS,99820
4323002,VIAMAO,94400
4323101,VICENTE DUTRA,98450
4323200,VICTOR GRAEFF,99350
4323309,VILA FLORES,95334
4323358,VILA LANGARO,99955
4323408,VILA MARIA,99155
4323457,VILA NOVA DO SUL,97385
4323507,VISTA ALEGRE,98415
4323606,VISTA ALEGRE DO PRATA,95325
4323705,VISTA GAUCHA,98535
4323754,VITORIA DAS MISSOES,98850
4323804,XANGRI-LA,95588
